CLASS,DATE,TIME,FRAME,MINOR DIAMETER,MAJOR DIAMETER,ASPECT RATIO,BOUNDING RECT WIDTH,BOUNDING RECT HEIGHT,BOUNDING RECT DIAGONAL,PERIMETER,CONVEX HULL PERIMETER,HOLES' PERIMETER,MAX FERET DIAMETER,EQUIVALENT ELLIPSE MAJOR AXIS,EQUIVALENT ELLIPSE MINOR AXIS,EQUIVALENT ELLIPSE MINOR AXIS (FERET),EQUIVALENT RECT LONG SIDE,EQUIVALENT RECT SHORT SIDE,EQUIVALENT RECT DIAGONAL,EQUIVALENT RECT SHORT SIDE (FERET),AVERAGE HORIZ. SEGMENT LENGTH,AVERAGE VERT. SEGMENT LENGTH,HYDRAULIC RADIUS,WADDEL DISK DIAMETER,AREA,HOLES' AREA,PARTICLE & HOLES' AREA,CONVEX HULL AREA,IMAGE AREA,NUMBER OF HOLES,NUMBER OF HORIZ. SEGMENTS,NUMBER OF VERT. SEGMENTS,ORIENTATION,MAX FERET DIAMETER ORIENTATION,% AREA/IMAGE AREA,% AREA/(PARTICLE & HOLES' AREA),RATIO OF EQUIVALENT ELLIPSE AXES,RATIO OF EQUIVALENT RECT SIDES,ELONGATION FACTOR,COMPACTNESS FACTOR,HEYWOOD CIRCULARITY FACTOR,TYPE FACTOR,CIRCULARITY,SPHERICITY,CONVEXITY,,
,11/04/21,09:41:58,1759,39444.21,51776.33,1.31,51445.06,40736.00,65620.24,144592.36,141799.84,0.00,51478.15,51776.33,39444.21,40983.56,36148.09,36148.09,51121.12,32188.41,33416666.67,36454545.45,11093.26,45191.55,1604000000.00,0.00,1604000000.00,1657000000.00,2304000000000.00,0.00,48.00,44.00,123.04,119.05,0.07,100.00,1.31,1.00,1.60,0.76,1.02,0.98,0.98,0.96,0.97,0.00,0.00
,11/04/21,09:41:58,1762,38935.42,52878.03,1.36,49044.27,40982.69,63913.39,145873.68,141831.94,0.00,50477.72,52878.03,38935.42,42237.24,36468.42,36468.42,51574.13,33173.05,35152173.91,34404255.32,11084.93,45374.31,1617000000.00,0.00,1617000000.00,1674500000.00,2304000000000.00,0.00,46.00,47.00,34.01,56.31,0.07,100.00,1.36,1.00,1.52,0.75,1.02,0.98,0.98,0.95,0.97,0.00,0.00
,11/04/21,09:41:58,1762,39418.20,55234.38,1.40,53005.80,40259.30,66561.45,150741.31,146488.51,0.00,54129.47,55234.38,39418.20,41634.14,37685.33,37685.33,53295.10,32699.38,40714285.71,32264150.94,11343.94,46660.90,1710000000.00,0.00,1710000000.00,1770000000.00,2304000000000.00,0.00,42.00,53.00,5.83,168.27,0.07,100.00,1.40,1.00,1.66,0.77,1.03,0.99,0.97,0.95,0.97,0.00,0.00
,11/04/21,09:41:58,1762,37816.19,52826.92,1.40,50911.69,38890.87,64066.37,144321.01,140724.14,0.00,51894.12,52826.92,37816.19,39906.72,36080.25,36080.25,51025.18,31342.66,32687500.00,34866666.67,10871.60,44695.78,1569000000.00,0.00,1569000000.00,1626500000.00,2304000000000.00,0.00,48.00,45.00,129.01,115.08,0.07,100.00,1.40,1.00,1.66,0.73,1.03,0.97,0.97,0.95,0.96,0.00,0.00
,11/04/21,09:41:58,1764,41125.37,49535.92,1.20,47000.00,43000.00,63702.43,143021.91,141032.81,0.00,48332.18,49535.92,41125.37,43493.14,35755.48,35755.48,50565.88,34159.43,34042553.19,37209302.33,11187.10,45135.17,1600000000.00,0.00,1600000000.00,1651000000.00,2304000000000.00,0.00,47.00,43.00,82.46,65.56,0.07,100.00,1.20,1.00,1.41,0.79,1.01,1.00,0.99,0.98,0.97,0.00,0.00
,11/04/21,09:41:59,1766,42294.60,55421.59,1.31,54573.27,43902.62,70040.57,154871.05,153795.34,0.00,54744.86,55421.59,42294.60,44247.77,38717.76,38717.76,54755.18,34752.12,34092592.59,40911111.11,11887.31,48415.22,1841000000.00,0.00,1841000000.00,1902500000.00,2304000000000.00,0.00,54.00,45.00,104.89,99.46,0.08,100.00,1.31,1.00,1.58,0.76,1.02,0.99,0.98,0.96,0.97,0.00,0.00
,11/04/21,09:41:59,1769,35832.86,45339.77,1.27,43846.04,38500.00,58350.02,128377.19,124751.76,0.00,43909.00,45339.77,35832.86,38406.84,32094.30,32094.30,45388.19,30164.66,31900000.00,30380952.38,9939.46,40306.99,1276000000.00,0.00,1276000000.00,1324500000.00,2304000000000.00,0.00,40.00,42.00,149.11,149.93,0.06,100.00,1.27,1.00,1.46,0.76,1.01,0.99,0.99,0.97,0.96,0.00,0.00
,11/04/21,09:41:59,1770,38101.14,51496.15,1.35,49191.10,39830.95,63295.09,142303.23,139466.17,0.00,49477.27,51496.15,38101.14,40942.52,35575.81,35575.81,50311.79,32156.18,36690476.19,32104166.67,10828.99,44295.17,1541000000.00,0.00,1541000000.00,1591000000.00,2304000000000.00,0.00,42.00,48.00,21.95,14.04,0.07,100.00,1.35,1.00,1.54,0.76,1.02,0.99,0.98,0.96,0.97,0.00,0.00
,11/04/21,09:41:59,1771,42929.00,60000.55,1.40,58231.53,42639.95,72173.93,163890.07,162554.54,0.00,58412.33,60000.55,42929.00,45665.65,40972.52,40972.52,57943.89,35865.72,38903846.15,36781818.18,12343.64,50751.98,2023000000.00,0.00,2023000000.00,2095000000.00,2304000000000.00,0.00,52.00,55.00,34.02,38.05,0.09,100.00,1.40,1.00,1.63,0.71,1.03,0.96,0.97,0.95,0.97,0.00,0.00
,11/04/21,09:41:59,1772,44371.47,55438.76,1.25,53703.35,45302.57,70259.33,157742.41,155532.68,0.00,53823.79,55438.76,44371.47,47169.47,39435.60,39435.60,55770.36,37046.82,37882352.94,37153846.15,12247.82,49597.37,1932000000.00,0.00,1932000000.00,1994000000.00,2304000000000.00,0.00,51.00,52.00,144.46,144.83,0.08,100.00,1.25,1.00,1.45,0.73,1.01,0.98,0.99,0.98,0.97,0.00,0.00
